,
1,28
2,10
3,29
1,28
2,10
3,30
1,30
2,10
3,31
1,30
2,10
3,30
1,30
2,12
3,31
1,28
2,12
3,31
1,33
2,11
3,30
1,32
2,11
3,33
1,33
2,12
3,33
1,30
2,13
3,33
1,32
2,12
3,32
1,34
2,12
3,33
1,32
2,13
3,31
1,37
2,11
3,32
1,37
2,12
3,31
1,38
2,11
3,31
1,35
2,11
3,32
1,35
2,12
3,34
1,33
2,11
3,32
1,32
2,12
3,32
1,33
2,13
3,32
1,31
2,17
3,31
1,30
2,17
3,33
1,30
2,17
3,33
1,28
2,15
3,34
1,27
2,13
3,33
1,27
2,15
3,34
1,27
2,14
3,35
1,28
2,17
3,33
1,27
2,18
3,35
1,27
2,17
3,37
1,26
2,18
3,33
1,28
2,17
3,34
1,34
2,17
3,34
1,34
2,18
3,37
1,34
2,17
3,39
1,30
2,17
3,38
1,32
2,16
3,34
1,33
2,17
3,35
1,37
2,17
3,35
1,36
2,18
3,35
1,36
2,18
3,36
1,35
2,18
3,36
1,35
2,16
3,38
1,36
2,16
3,35
1,36
2,16
3,35
1,34
2,16
3,38
1,32
2,17
3,40
1,34
2,17
3,39
1,32
2,16
3,39
1,34
2,15
3,38
1,33
2,15
3,37
1,34
2,15
3,36
1,33
2,15
3,35
1,32
2,18
3,36
1,30
2,17
3,36
1,30
2,20
3,35
1,32
2,20
3,36
1,30
2,19
3,34
1,31
2,17
3,35
1,32
2,16
3,34
1,32
2,17
3,37
1,32
2,16
3,35
1,33
2,18
3,35
1,31
2,19
3,36
1,31
2,18
3,33
1,35
2,16
3,34
1,32
2,15
3,34
1,33
2,15
3,34
1,33
2,15
3,35
1,33
2,15
3,34
1,31
2,15
3,34
1,33
2,15
3,32
1,33
2,14
3,32
1,34
2,15
3,31
1,32
2,15
3,33
1,29
2,14
3,33
1,32
2,13
3,31
1,32
2,14
3,31
1,32
2,15
3,30
1,32
2,15
3,30
1,29
2,14
3,30
1,31
2,14
3,29
1,29
2,15
3,29
1,29
2,14
3,30
1,28
2,16
3,28
1,30
2,16
3,32
1,30
2,16
3,32
1,30
2,14
3,32
1,30
2,14
3,32
1,31
2,14
3,32
1,29
2,14
3,32
1,29
2,14
3,29
1,30
2,15
3,31
1,30
2,15
3,30
1,28
2,18
3,30
1,29
2,16
3,31
1,28
2,16
3,28
1,28
2,15
3,28
1,28
2,15
3,28
1,28
2,14
3,29
1,27
2,16
3,29
1,29
2,17
3,29
1,31
2,15
3,29
1,29
2,17
3,28
1,28
2,16
3,28
1,30
2,16
3,27
1,29
2,16
3,25
1,29
2,17
3,27
1,27
2,17
3,27
1,30
2,17
3,26
1,29
2,18
3,25
1,30
2,18
3,25
1,31
2,18
3,25
1,26
2,19
3,26
1,29
2,19
3,27
1,29
2,19
3,29
1,33
2,20
3,28
1,30
2,21
3,28
1,29
2,22
3,29
1,32
2,22
3,30
1,32
2,22
3,29
1,32
2,18
3,28
1,31
2,20
3,29
1,33
2,19
3,30
1,33
2,17
3,28
1,33
2,18
3,29
1,34
2,18
3,29
1,33
2,19
3,28
1,33
2,17
3,30
1,28
2,16
3,24
1,33
2,15
3,30
1,31
2,13
3,32
1,32
2,13
3,30
1,31
2,12
3,31
1,30
2,15
3,32
1,30
2,15
3,31
1,30
2,17
3,33
1,31
2,17
3,31
1,33
2,18
3,33
1,34
2,18
3,34
1,34
2,19
3,34
1,34
2,23
3,31
1,33
2,23
3,32
1,35
2,24
3,33
1,34
2,23
3,32
1,35
2,22
3,32
1,36
2,21
3,31
1,34
2,19
3,32
1,33
2,20
3,32
1,35
2,19
3,31
1,34
2,19
3,33
1,35
2,20
3,33
1,34
2,21
3,32
1,33
2,20
3,31
1,33
2,19
3,32
1,35
2,17
3,34
1,35
2,17
3,34
1,36
2,17
3,35
1,33
2,16
3,35
1,31
2,18
3,35
1,33
2,18
3,34
1,31
2,18
3,32
1,34
2,18
3,34
1,36
2,17
3,35
1,36
2,16
3,35
1,33
2,16
3,33
1,32
2,18
3,34
1,31
2,18
3,32
1,32
2,19
3,31
1,33
2,17
3,33
1,32
2,19
3,33
1,30
2,19
3,31
1,32
2,18
3,32
1,30
2,17
3,32
1,33
2,19
3,31
1,33
2,17
3,31
1,30
2,18
3,31
1,34
2,18
3,30
1,32
2,19
3,32
1,34
2,19
3,32
1,33
2,18
3,31
1,33
2,19
3,29
1,34
2,20
3,30
1,33
2,19
3,29
1,31
2,19
3,31
1,32
2,19
3,31
1,33
2,20
3,31
1,35
2,20
3,31
1,37
2,20
3,31
1,36
2,21
3,32
1,37
2,21
3,33
1,34
2,21
3,31
1,36
2,20
3,30
1,35
2,20
3,30
1,36
2,21
3,28
1,32
2,21
3,29
1,37
2,20
3,31
1,37
2,21
3,29
1,36
2,21
3,28
