,,
2,1,-66.98
2,3,-83.653
4,3,-78.405
5,3,-85.547
6,1,-83.125
6,2,-103.23
7,3,-85.939
8,1,-77.569
8,2,-102.96
9,1,-83.306
9,3,-56.321
11,1,-85.247
11,3,-78.649
12,1,-82.327
14,3,-85.817
15,1,-86.152
17,2,-78.552
18,1,-82.24
19,3,-85.71
27,3,-85.498
28,1,-82.324
29,1,-77.75
34,1,-76.841
37,3,-82.865
42,3,-98.681
44,1,-84.084
44,3,-59.855
45,3,-86.02
46,1,-84.694
46,3,-83.559
47,2,-84.157
51,1,-87.988
54,1,-85.307
56,1,-80.575
59,3,-103.17
61,2,-86.343
61,3,-84.143
63,1,-78.99
64,3,-104.53
65,1,-85.798
69,3,-72.867
70,1,-82.895
70,3,-69.327
72,1,-75.378
72,2,-102.7
72,3,-84.97
73,2,-83.352
73,3,-83.212
74,3,-82.414
75,1,-82.757
76,3,-86.355
77,1,-84.779
78,1,-83.997
79,1,-82.991
81,3,-86.254
84,1,-77.816
84,2,-104.46
88,3,-87.864
90,1,-83.385
91,3,-71.492
93,1,-77.069
93,2,-101.21
93,3,-85.148
94,1,-81.388
94,2,-83.984
94,3,-75.237
95,3,-105.06
2,1,-64.396
2,3,-84.055
4,3,-77.321
5,3,-82.164
6,1,-82.991
6,2,-103.7
7,3,-85.899
8,1,-77.477
8,2,-103.56
9,1,-84.236
9,3,-56.807
11,1,-84.703
11,3,-81.059
12,1,-82.315
14,3,-84.88
15,1,-84.478
17,2,-78.687
18,1,-82.256
19,3,-85.195
27,3,-85.57
28,1,-82.351
29,1,-77.827
34,1,-75.843
40,1,-82.505
43,3,-98.217
45,1,-84.48
45,3,-64.5
46,3,-86.209
47,1,-84.219
47,3,-83.078
48,2,-84.325
52,1,-87.907
55,1,-85.154
57,1,-79.278
60,3,-103.14
62,2,-85.82
62,3,-84.776
64,1,-77.474
65,3,-104.45
66,1,-86.206
66,3,-85.197
70,3,-75.594
71,1,-82.642
71,3,-72.171
72,3,-82.11
73,1,-79.178
73,2,-102.34
73,3,-81.837
74,2,-83.021
74,3,-83.029
75,3,-82.415
76,1,-82.808
77,3,-82.556
79,1,-84.064
80,1,-82.949
82,3,-85.733
85,1,-77.849
85,2,-105.03
90,3,-87.513
92,1,-83.321
93,3,-71.033
96,1,-75.578
96,2,-100.46
96,3,-82.701
97,1,-81.571
97,2,-82.613
97,3,-78.49
98,3,-104.4
2,1,-61.669
2,3,-84.463
4,3,-76.753
5,3,-82.158
6,1,-82.85
6,2,-104.18
7,3,-85.875
8,1,-77.443
8,2,-104.12
9,1,-85.383
9,3,-65.7
11,1,-84.147
11,3,-76.698
12,1,-82.304
14,3,-84.003
15,1,-86.327
17,2,-79.371
18,1,-85.584
19,3,-84.702
27,3,-85.586
28,1,-82.387
29,1,-77.941
34,1,-75.864
36,3,-87.368
37,3,-82.824
40,1,-82.495
43,3,-97.869
45,1,-84.904
45,3,-67.739
46,3,-86.434
47,1,-83.78
47,3,-82.666
48,2,-84.468
53,1,-84.267
57,1,-84.891
58,1,-78.455
61,3,-103.29
63,2,-85.33
63,3,-85.166
65,1,-75.544
66,3,-104.29
67,1,-86.304
67,3,-85.021
70,1,-76.04
72,3,-77.297
73,1,-82.534
73,3,-74.866
75,1,-77.485
75,2,-102.5
75,3,-82.17
76,2,-82.884
76,3,-82.933
77,3,-82.417
78,1,-82.851
79,3,-82.528
80,1,-84.995
81,1,-84.107
82,1,-82.959
84,3,-85.187
87,1,-77.84
87,2,-105.61
92,3,-87.185
94,1,-83.278
95,3,-70.041
98,1,-75.585
98,2,-99.772
98,3,-82.753
99,1,-82.413
99,2,-81.643
99,3,-77.106
100,3,-103.73
2,1,-60.045
2,3,-84.743
4,3,-76.516
5,3,-82.127
6,1,-82.703
6,2,-104.62
7,3,-85.784
8,1,-77.436
8,2,-104.63
9,3,-70.022
11,1,-83.649
11,3,-77.091
12,1,-82.306
14,2,-84.28
14,3,-83.386
15,1,-86.43
17,2,-80.592
18,1,-82.321
19,3,-84.233
27,3,-85.389
28,1,-82.42
29,1,-79.97
34,1,-76.021
37,3,-82.833
40,1,-82.497
43,3,-77.103
45,1,-85.374
45,3,-70.165
46,3,-86.648
47,1,-83.428
47,3,-82.348
48,2,-84.369
53,1,-86.956
56,1,-84.941
57,1,-84.47
58,1,-80.736
61,3,-103.45
63,2,-84.852
63,3,-85.116
65,1,-94.673
66,3,-104.06
67,1,-86.021
67,3,-84.787
70,1,-75.741
72,3,-78.741
73,1,-82.555
73,3,-75.371
75,1,-77.986
75,2,-102.84
75,3,-82.813
76,2,-82.835
76,3,-82.888
77,3,-82.419
79,3,-86.045
80,1,-85.041
81,1,-84.191
82,1,-83.027
84,3,-84.678
87,1,-77.788
92,3,-86.856
94,1,-83.253
95,1,-84.512
95,3,-69.393
98,1,-75.697
98,2,-99.249
98,3,-83.203
99,1,-83.598
99,2,-81.385
99,3,-81.094
100,3,-103.13
2,1,-59.562
2,3,-84.895
4,3,-76.229
5,3,-82.064
6,1,-82.576
6,2,-105.05
7,3,-85.783
8,1,-77.435
8,2,-105.16
9,3,-73.642
11,1,-83.329
11,3,-74.648
12,1,-85.69
14,2,-83.665
14,3,-82.983
15,1,-86.586
17,2,-82.416
18,1,-92.312
19,3,-83.785
27,3,-85.034
28,1,-82.461
29,1,-77.823
34,1,-76.093
37,3,-82.85
40,1,-82.505
41,2,-88.093
43,3,-76.902
45,1,-85.851
45,3,-71.818
46,3,-86.832
47,1,-83.159
47,3,-82.144
48,2,-84.182
53,1,-86.282
56,1,-84.922
57,1,-84.119
58,1,-79.777
61,3,-103.57
63,2,-84.425
63,3,-84.532
65,1,-93.966
66,3,-103.72
67,1,-85.588
67,3,-84.505
70,1,-75.742
72,3,-79.965
73,1,-82.669
73,3,-79.525
74,3,-81.995
75,1,-79.902
75,2,-103.12
75,3,-83.483
76,2,-82.817
76,3,-82.881
77,3,-82.42
79,3,-85.394
80,1,-84.984
81,1,-84.264
82,1,-85.009
84,3,-84.187
85,2,-83.228
87,1,-77.739
92,3,-86.568
94,1,-83.269
95,1,-84.674
95,3,-68.848
98,1,-75.532
98,2,-98.929
98,3,-83.971
99,1,-84.478
99,2,-81.962
99,3,-84.494
100,3,-102.71
2,1,-59.944
2,3,-85.148
4,3,-76.006
5,3,-82.019
6,1,-82.475
6,2,-105.47
7,3,-85.835
8,1,-77.435
8,2,-105.65
9,3,-75.938
11,1,-83.153
11,3,-72.659
14,2,-83.271
15,1,-84.306
17,2,-84.546
18,1,-82.445
19,3,-83.412
27,3,-84.468
28,1,-84.455
29,1,-77.791
32,3,-85.918
34,1,-76.856
37,3,-82.885
40,1,-82.511
41,2,-87.292
43,3,-77.666
45,3,-73.6
46,3,-86.924
47,1,-83.013
47,3,-82.078
48,2,-83.912
53,1,-85.605
57,1,-83.832
58,1,-81.772
61,3,-103.73
62,1,-85.268
63,2,-84.041
63,3,-83.494
65,1,-93.241
66,3,-103.26
67,1,-84.947
67,3,-84.165
70,1,-76.838
72,3,-80.887
73,1,-82.817
73,3,-79.515
74,3,-82.024
75,1,-81.775
75,2,-84.894
75,3,-83.774
76,2,-82.835
76,3,-82.934
77,3,-82.414
79,3,-81.786
80,1,-84.732
81,1,-84.339
82,1,-83.096
84,3,-83.773
85,2,-83.234
87,1,-77.71
92,3,-86.087
94,1,-83.341
95,1,-84.931
95,3,-68.46
98,1,-75.837
98,2,-98.858
98,3,-84.95
99,1,-84.764
99,2,-83.097
99,3,-84.447
100,3,-102.52
2,1,-61.849
2,3,-85.437
4,3,-76.831
5,3,-82.025
6,1,-82.395
7,3,-85.89
8,1,-77.439
9,3,-75.164
11,1,-83.083
11,3,-70.303
12,1,-82.706
14,2,-83.061
14,3,-82.597
15,1,-86.892
16,1,-83.898
17,2,-86.121
18,1,-82.523
27,3,-83.746
28,1,-84.428
29,1,-78.359
34,1,-76.941
37,3,-82.951
40,1,-82.513
41,2,-86.791
43,3,-75.971
45,3,-73.477
46,3,-86.904
47,1,-82.987
47,3,-82.174
48,2,-83.607
53,1,-85.01
55,3,-88.13
56,1,-85.436
57,1,-83.599
58,1,-83.011
61,3,-103.92
62,1,-84.227
63,1,-87.287
63,2,-83.639
63,3,-82.511
65,1,-75.282
66,3,-102.77
67,1,-84.277
67,3,-83.86
70,1,-76.755
72,3,-83.898
73,1,-82.952
73,3,-78.19
74,3,-82.003
75,1,-83.003
75,2,-83.7
75,3,-83.359
76,2,-82.894
76,3,-83.04
77,3,-82.414
79,3,-81.345
80,1,-84.419
81,1,-84.47
82,1,-83.045
84,3,-83.441
85,2,-83.264
87,1,-77.681
92,3,-85.456
93,1,-84.792
93,2,-105.45
94,1,-83.372
95,1,-85.246
95,3,-67.944
98,1,-77.889
98,2,-99.018
99,1,-84.726
99,2,-84.208
